Name,Price,Seller Name,Seller Location,Seller Phone,Item,Brand,Condition,Laptop Type,Processor Type,Processor Speed,Screen Size,RAM,Hard Disk,Disk Type,Graphics Card,Networking,Webcam,Card Reader,Battery,Keyboard,Software,Dimensions (W x D x H),Product Weight (Kg),Series,Chipset,Audio/Speaker,Optical Drive,Model,Extra Slot,Ports,Other Features
HP ZBook 14U G6 Core i7 8th Gen 16GB RAM Touch Laptop,"৳ 41,500",Access Electronics,ElephantRoad,01613388994,Used Laptop,HP,Used,Standard,Core i7-8565U 8th Generation,"1.80 GHz, Max Turbo Frequency 4.60 GHz, 8MB Cache","14"" FHD Touch Display",16GB DDR4,256GB,SSD,,"Intel Dual Band Wireless-AC 9560 802.11ac (2 x 2) Wi-Fi and Bluetooth 5 Combo, vPro",HD Webcam,,2-Cell Li-Ion,HP Collaboration Keyboard Spill-Resistant,Windows,326.0 x 234.3 x 17.9 mm,1.48 Kg,HP ZBook,,"Bang & Olufsen Audio, Duel Stereo Speaker",,,,,
"HP 348 G4 Core i5 7th Gen 8GB RAM 14.1"" Laptop","৳ 23,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,HP,Used,Standard,Intel Core i5-7200U 7th Gen,"2.40 GHz Up to 3.40GHz, 3MB Cache",14.1 Inch Diagonal HD SVA BrightView WLED-Backlit,8GB GB DDR4,256GB M.2 NVMe,SSD,Intel HD Graphics 620,"Integrated 10 / 100 / 1000, GbE Realtek 802.11b/g/n and Bluetooth 4.0 Combo",HD webcam,Yes,4 Cell Li-ion Type,"6-row, LED backlit, spill-resistant, multimedia Fn keys",Windows,345 x 241 x 23.9 mm,2 Kg,Others,,"DTS Studio Sound, Two Speakers, Dual Digital Microphone",Super Multi DVD Burner,,,,
Dell Inspiron 15 3511 Core i5 11th Gen 8GB RAM Laptop,"৳ 42,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Dell,Used,Standard,Intel Core i5-1135G7 11th Gen,"8M Cache, 2.40 GHz up to 4.20 GHz",15.6-inch FHD LED,8GB DDR4 3200MHz,256GB SSD + 1000GB HDD,SSD + HDD,4GB Intel Iris Xe Graphics,"802.11ac 1 x 1 Wi-Fi, Bluetooth V5.0",720p at 30 fps HD camera,Yes,"3-Cell, 41WHr",English International Non-Backlit Keyboard with Numeric Keypad,Windows,1358.50 x 235.56 x 7.50 mm,1.85 Kg,Dell Inspiron,Intel,"Stereo Speakers, 2W x 2",N/A,,,,
Dell XPS 13 9370 Core i7 8th Gen 8GB RAM Laptop,"৳ 43,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Dell,Used,Standard,Intel Core i7-8665U 8th Gen,"Base Frequency 1.90 GHz, Max Turbo Frequency 4.80 GHz, e 8 MB Smart Cache","13.3"" 4K Supported Infinity Edge FHD Touch Display",8GB DDR4,256GB M.2 NVME,SSD,4 GB Intel Graphics,"802.11ac 2x2 a, Bluetooth",720p HD Webcam,"4-Cell, 52 WHr, Integrated","4-Cell, 52 WHr Li-ion",Backlit,Original Activated Windows,11.6 x 302 x 199 mm,2.67 Kg,Dell XPS,,1W x 2 = 2W total 4 Digital Array Microphone,N/A,,,,
HP ProBook 445 G7 Ryzen 5-4500U 16GB RAM Laptop,"৳ 32,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,AMD Ryzen 5-4500U,"2.3 GHz base clock, up to 4.0 GHz max boost clock, 8 MB L3 cache, 6 cores","14.0 inch diagonal FHD SVA eDP anti-glare LED-backlit slim, 220 cd/m², 45% NTSC",16GB DDR4 3200MHz,256GB NVMe,SSD,AMD Radeon 8GB,"Intel Dual Band Wireless-AC 9260 802.11ac (2 x 2) Wi-Fi and Bluetooth 5 Combo, non-vPro",720p HD Camera,"Support SD, SDHC, and SDXC","HP Long Life 3-cell, 45 Wh Li-ion",Spill-resistant with LED backlit,Windows,32.41 x 23.77 x 1.80 cm,Starting at 1.6 Kg,HP EliteBook,Integrated with processor,2W / 4 ohm per speaker,N/A,,,,
"Lenovo ThinkPad T14s Gen 1 Core i7 10th 14.1"" Touch","৳ 44,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Lenovo,Used,Standard,Intel Core i7-10610U 10th Gen,"8M Cache, up to 4.90 GHz","14.1"", Full HD, IPS Type, Touchscreen 180 Rotted",16 GB DDR4 3200MHz,256GB M.2 NVME,SSD,Intel UHD GPU 8GB,"Gigabit Ethernet, Intel Wi-Fi 6 AX201, 802.11ax 2x2 Wi-Fi + Bluetooth 5.1",720p HD Camera,,Integrated Li-Polymer 57Wh,LED Backlit,MWindows,,1.35 Kg,Lenovo Thinkpad,,"Stereo speakers, 1W x 2, Dolby Audio",N/A,,,,
"Dell Latitude 7389 2-in-1 Core i7 7th Gen 13.3"" Touch","৳ 30,500",Laptop Village,ElephantRoad,01972339639,Used Laptop,Dell,Used,Standard,Intel Core i7-7600U 7th Gen,"2.80 GHz, up to 3.90 GHz with Turbo Boost, 2 Cores, 4 Threads, 4 MB Cache","13.3 inch FHD, Touchscreen with corning gorilla glass 4 Protection",16GB DDR4 2133MHz,256GB M.2 2280 PCIe,SSD,Intel HD Graphics 620,"Wi-Fi 802.11ac, Bluetooth 4.2",2MP HD,Yes,3-cell 56 WHr,Backlit,Windows 10 Original,12 x 8.26 x 0.70 Inch,1.41 Kg,Others,,Two Built-In Speaker,N/A,,,,
"Dell Vostro 3491 Core i3 10th Gen 14"" HD Laptop","৳ 18,500",Laptop Village,ElephantRoad,01972339639,Used Laptop,Dell,Used,Standard,Intel Core i3-1005G1 10th Generation,"4M Cache, 1.20 GHz up to 3.40 GHz",14-inch HD Anti-Glare LED-Backlit Non-touch Display,8GB DDR4 2666MHz,256GB,SSD,Intel UHD Graphics with shared graphics memory,"RJ45 10/100/10000Mbps GbE, Wireless DW1810 1x1 802.11ac Wi-Fi, Bluetooth 5.0",HD Webcam,SD Card Reader,"3-Cell Battery, 42WHr",Standard,Windows,1339 x  241.9 x 9.9mm,1.66 Kg,Dell Vostro,,Dual Speaker,N/A,,,,
"HP ProBook 430 G6 Core i3 8th Gen 13"" FHD Laptop","৳ 23,000",Liberal IT,ElephantRoad,01793466420,Used Laptop,HP,Used,Standard,Intel Core i3-8145U 8th Generation,"2.1 GHz base frequency, up to 3.9 GHz with Intel Turbo Boost Technology, 4 MB Cache and 2 Cores","14"" diagonal FHD IPS eDP Anti-Glare On-Cell WLED",8GB DDR4,128GB SATA III TLC,SSD,Intel UHD Graphics 620,"Intel Dual Band Wireless-AC 9560 802.11ac 2 x 2 WLAN and Bluetooth 5 Combo, non-vPro",720p HD HP and IR Camera,SD Card reader,"HP Long Life 3-cell, 45 Wh Li-ion",Spill-resistant with optional backlit function,Windows,30.86 x 23.09 x 1.80 cm,Starting at 1.49 Kg,HP Probook,Integrated,2 x Integrated stereo speakers,DVD R/W,,,,
Lenovo ThinkPad X1 Carbon Gen 7 Core i5 8th Gen Laptop,"৳ 37,000",JM Computer Fair,ElephantRoad,01320583910,Used Laptop,Lenovo,Used,Standard,Intel Core i5 8th Gen,"1.6 GHz Base Frequency Up to 3.4 GHz with Intel Turbo Boost Technology, 6 MB Cache, 4 Cores","14"" FHD Resolution, IPS Panel, Low Power, 400 nits Brightness Display",16GB LPDDR3,512 Nvme,SSD,Intel HD Graphics 620,"Wi-Fi 6, WLAN + Bluetooth V5.0",HD 720p with ThinkShutter privacy cover,Yes,51Whr,"Spill Resistant, Backlit with white LED lighting",Windows 10,323 x 217 x 14.95mm,Starting at 1.09 Kg,Lenovo Thinkpad,Intel Chipset,Dolby Atmos Speaker System,N/A,,,,
HP EliteBook 840 G3 Core i7 6th Gen 16GB RAM Laptop,"৳ 25,500",Rainbow Computer,Mirpur,01914360134,Used Laptop,HP,Used,Standard,Intel Core i7-6700 6th Generation,"8M Cache, up to 4.00 GHz",14 Inch Diagonal LED-Backlit HD Anti-Glare,16GB DDR4,256GB,SSD,,Intel Dual Band Wireless-AC 8260 802.11 a/b/g/n/ac (2 x 2) WiFi and Bluetooth 4.2 combo,720p,Yes,HP 3-Cell Long Life Li-Ion 44 WHr,Standard,Windows,33.8 x 23.7 x 1.89 cm,1.5 Kg,HP EliteBook,Intel H110,2 x Premium Stereo Speaker,,,,,
Dell Latitude 3189 x360 Celeron 8th Gen Touch Laptop,"৳ 16,500",YOU TECH BD,Mirpur,01786022422,Used Laptop,Dell,Used,Standard,Quat Core Intel Celeron 8th Gen,3.80GHz Base Frequency,"12"" 1366 x 768p Touchscreen Display",8GB,128GB M.2,SSD,4GB Intel HD Graphics,Intel Dual Band Wireless-AC 7265 802.11AC Wi-Fi + BT 4.0 LE Wireless Card (2 x 2),,MicroSD Card Reader,Lithium Ion battery,Standard,Windows,‎14.29 x 11.42 x 3.78 inch,1.44 Kg,Dell Latitude,,,,,,"USB 3.1 Gen 1 Type-A, USB Type-C, 1 x HDMI, Gigabit Ethernet Port",
HP Victus 16-e1100AX Ryzen 7-7840HS Gaming Laptop,"৳ 108,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Gaming,AMD Ryzen 7-7840HS,"Up to 5.10GHz, 16MB Cache","16.1"" 1920 x 1080p Resolution, 144Hz Refresh Rate",16GB DDR5 5600MHz,512GB NVMe,SSD,AMD Radeon 8GB with dedicated NVIDIA RTX 3050-6GB Graphics Card,MediaTek Wi-Fi 6 MT7921 2 x 2 and Bluetooth V5.3,HP Wide Vision 720p HD Camera,Yes,"4-Cell, 70 Wh Li-ion Polymer",LED Backlit,Windows,37 x 26 x 2.35 cm,2.46 Kg,Others,AMD Integrated SoC,"Audio by B&O, Dual speakers, HP Audio Boost",N/A,,,,
"HP Victus Ryzen 7-7840HS 16"" 144Hz Gaming Laptop","৳ 129,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,AMD Ryzen 7-7840HS,"Up to 5.10GHz, 16MB Cache","16.1"" 1920 x 1080p Resolution, 144Hz Refresh Rate",16GB DDR5 5600MHz,1TB NVM Express Drive,SSD,AMD Radeon 8GB with dedicated NVIDIA RTX 4060-8GB graphics card,Realtek Wi-Fi 6 2 x 2 and Bluetooth 5.2 combo,HP Wide Vision 720p HD Camera,Yes,"4-Cell, 70 Wh Li-ion Polymer",LED Backlit,Windows,37 x 26 x 2.35 cm,2.46 Kg,Others,,"Audio by B&O, Dual speakers, HP Audio Boost",N/A,,,,
HP ProBook 445 G8 Ryzen 5 5600U 8GB RAM Laptop,"৳ 37,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,AMD Ryzen 5-5600U,"Up To 4.20GHz, 16MB Cache","14"" FHD LED",8GB DDR4 3200MHz,512GB NVMe Express Drive,SSD,4GB AMD Radeon,Intel Wi-Fi 6 AX201 802.11a/b/g/n/ac/ax (2 x 2) and Bluetooth 5 combo,720p HD Camera,Yes,"HP Long Life 3-cell, 45 Wh Li-ion polymer",LED Backlit,Windows,"12.67 x 8.42 x 0.78""",1.38 Kg,HP Probook,Intel,"2 x Integrated stereo speakers, 2 W/ 4 Ohm per speaker",N/A,,,,
"Lenovo ThinkPad T470s Core i5 6th Gen 14"" Touch Display","৳ 22,000",Message Technology,ElephantRoad,01790003009,Used Laptop,Lenovo,Used,Standard,Intel Core i5 6th Gen,Up to 2.80GHz,"14"" FHD, IPS Touch",8GB DDR4 2400MHz,256GB SSD M.2,SSD,Intel HD 5500 Series 6GB,"WiFi 802.11 ac WLAN,  Bluetooth 4.1 Combo with WiFi Card",720p HD webcam,,6-Cell l 48Wh,Standard,Windows,,1.3 Kg,Lenovo Thinkpad,,,,,,,
"Dell Precision 5520 Core i7 6th Gen 15"" 4K Touch Laptop","৳ 54,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Dell,Used,Gaming,Intel Core i7,"2.40 GHz Base Frequency, 4M Cache","15"" 4K Touch",16GB DDR4 2400MHz,1000GB,SSD,NVIDIA Quadro M1200 with 4GB dedicated graphics,Intel 8265 Dual-Band 2 x 2 802.11 ac Bluetooth V4.2,HD,,56Whr Lithium Ion Polymer,Backlit Keyboard,,22 x 66 x 143mm,2 Kg,Others,Mobile Intel CM238,Stereo Speakers,,,,,
Acer Aspire F5-572 Core i5 6th Gen Laptop,"৳ 21,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Acer,Used,Standard,Intel Core i5-6200U 6th Gen,"2.3 GHz up to 2.8GHz, 3 MB Cache","15.6"" HD Acer CineCrystal LED-Backlit TFT LCD",8GB,256GB,SSD,Intel HD 520 Graphics,"Integrated 10/100 BASE-T Ethernet LAN, Bluetooth, Wi-Fi 802.11b/g/n",HD Webcam,Yes,4 Cell,RGB,Windows,,2 Kg,Others,Intel HM99 Chipset,"Stereo Speakers with Waves MaxxAudio 4 Processing, Built-in Digital Microphone",DVD+RW,,,,
"Lenovo Yoga 910 Core i7 16GB RAM 13.9"" Ultrabook","৳ 48,200",Laptop Village,ElephantRoad,01972339639,Used Laptop,Lenovo,Used,Ultrabook,Intel Core i7 7th Gen 7500U Processor,"4 MB Cache, 2.7 GHz, up to 3.5 GHz","13.9""  Full HD Touch, Up to 360 Degree Display Flip",16 GB DDR3,512GB,SSD,Intel HD Graphics 620,"802.11ac Wireless LAN,10/100/1000 Mbps Ethernet",1 MP HD,4-in-1 Card Reader,Up to 9 Hours Backup,Standard,Windows 10 Home,,1.38 Kg,Others,H 270 Chipset,2 x JBL Stereo Speakers,No,,,,
Samsung Galaxy Book2 360 Core i5 12th Gen Touch Laptop,"৳ 61,800",Laptop Village,ElephantRoad,01972339639,Used Laptop,Samsung,Used,Standard,Intel Core i5 12th Gen,"3.30 GHz, up to 4.40 GHz, Core 10, Threads 12, L3 cache 12MB",13.3″ FHD AMOLED Touch Display,8GB LPDDR4X 4267MHz,"1TB PCI-E Gen 4.0 SSD M.2, Slot 2",SSD,Intel Iris Xe Graphics,"Wi-Fi 6E Gig, 802.11 ax 2 x 2, Bluetooth v5.1",1080p Full HD Camera,,63Wh,Standard,Windows,304.4 x 202.0 x 12.9mm,1.04 kg,Others,,Stereo Speakers,,✅ 730QED-KA2,,,
Dell Inspiron 15 3511 Core i5 11th Gen Laptop,"৳ 50,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Dell,Used,Standard,Intel Core i5-1135G7 11th Generation,"8M Cache, 2.40 GHz up to 4.20 GHz","15.6"" 4K Supported FHD Display",16GB DDR4 3200MHz,512 GB M.2 PCLe NVME SSD + 1 TB HDD,SSD + HDD,10 GB Graphics with 2GB Dedicated NVIDIA MX350,"802.11ac 1x1 WiFi, Bluetooth V5.0",720p at 30 fps HD camera,Yes,"3-Cell, 41WHr",English International Non-Backlit Keyboard with Numeric Keypad,Windows,358.50 x 235.56 x 17.50mm,1.85 Kg,Dell Inspiron,,"Stereo Speakers, 2W x 2",N/A,,Yes,,
"HP ProBook 455 G9 Ryzen 5 5625U 15.6"" FHD Laptop","৳ 52,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,AMD Ryzen 5-5625U,"2.3GHz, 16MB Cache","15.6"" FHD ISP Type",8GB DDR4 3200MHz,512GB NVMe Express Drive,SSD,AMD Radeon 4GB,"Realtek RTL8852BE 802.11ax (2 x 2) Wi-Fi, Bluetooth v5.2, Gigabit Ethernet",HP True Vision 720p HD,Yes,"3-cell, 41 Wh Li-ion battery",Premium spill-resistant,Windows,14.14 x 9.2 x 0.78 inch,1.73 Kg,HP Probook,,Dual stereo,N/A,,,,
HP 15s-eq2223AU Ryzen 5 5500U 512GB GB SSD Laptop,"৳ 43,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,AMD Ryzen 5-5500U,"Up to 4.0GHz, 6 Cores","15.6"" FHD Diagonal FHD, micro-edge, anti-glare, 250 nits, 45% NTSC",8GB DDR4 3200MHz,512GB PCIe NVMe M.2,SSD,AMD Radeon 4GB,,HP True Vision 720p HD camera,Multi-format SD media card reader,,"Full-size, natural silver keyboard with numeric keypad",Windows,35.85 x 24.2 x 1.79 cm,210 gm,Others,AMD Integrated SoC,Dual Speakers,N/A,,,,
HP 245 G9 Ryzen 5-5625U 512GB SSD,"৳ 44,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Ryzen 5-5625U,"Up to 4.30GHz, 16MB Cache",14 inch,"8GB DDR4, 3200MHz",512GB NVMe,SSD,AMD Radeon- 4GB,Realtek 802.11a / b / g / n / ac 1 x 1 Wi-Fi and Bluetooth 4.2 wireless card Realtek Wi-Fi 6 2 x 2 and Bluetooth 5.3 wireless card,720p HD camera,,"HP Long Life 3-cell, 41Wh Li-ion","Full-size, textured, island-style keyboard with optional backlit",HP Connection Optimizer,32.4 x 22.59 x 1.99cm,1.47kg,Others,,"Dual stereo speakers, dual array microphones",,✅ 245 G9,,,
HP 14s-fq1069AU Ryzen 7-5700U Laptop,"৳ 49,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Ryzen 7-5700U,"4.3GHz, 8 Cores",14 inch,"8GB DDR4, 3200MHz",512GB NVMe,SSD,AMD Radeon 4GB,Realtek Wi-Fi 6 1 x 2 and Bluetooth 5.2 combo,HD Cam,,"3-cell, 41Wh Li-ion",Standard,Windows,32.4 x 22.5 x 1.79cm,1.47Kg,Others,AMD Integrated SoC,Dual speakers,,✅ 14s-fq1069AU,,,
"Dell Latitude E3440 Core i5 4th Gen 500GB HDD 14"" Laptop","৳ 13,500",Rainbow Computer,Mirpur,01914360134,Used Laptop,Dell,Used,Standard,Intel Core i5 4200U Processor,1.60 GHz up to 2.60 GHz,"14"" HD LED Display",4GB,500GB,HDD,Intel HD Graphics 4400,"Wireless 802.11 b/g/n, Bluetooth V4.0",HD Webcam,Yes,4 Cell,Standard,,376 x 259 x 25.3 mm,2.10 Kg,Dell Latitude,Intel Chipset,,DVD Super Multi Double Layer,,,,
Dell Latitude 7490 Core i5-7200U 7th Gen Laptop,"৳ 25,000",Message Technology,ElephantRoad,01790003009,Used Laptop,Dell,Used,Standard,Intel Core i5-7200U 7th Gen,2.5GHz of Base Frequency,14 inch FHD LED Touchscreen,8GB DDR4,256GB,SSD,Intel UHD Graphics 620,"LAN, Wi-Fi & Bluetooth",1920 x 1080 FHD resolution,Yes,4-Cell Battery,Backlit keyboard,Default OS,,1.41 Kg,Dell Latitude,,Realtek HD Audio,No,,,,
Lenovo Yoga 7 Core i7 13th Gen Laptop,"৳ 120,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Lenovo,Used,Standard,Core i7-13th Gen,"UpTo 5.00GHz, 12MB Cache","16"" FHD",16GB LPDDR5 5200MHz,512GB NVMe Express Drive,SSD,Intel Iris Xe- 8GB,"Wi-Fi 6E, 11ax 2 x 2 + BT5.1",HD Webcam,,Integrated 71Wh,Backlit keyboard,Windows,317.87 x 222.50 x 16.49mm,1.49 kg,Others,,"Stereo speakers, 2W x 2, optimized with Dolby",,,,,
Dell Latitude 3190 x360 Pentium 8th Gen Touch,"৳ 16,900",YOU TECH BD,Mirpur,01786022422,Used Laptop,Dell,Used,Standard,Intel Pentium 8th Generation,1.10GHz / up to 2GHz,"12"" backlight LED HD",8GB,128GB M.2,SSD,Intel HD Graphics 505,Intel 802.11 a/b/g/n/ac Wireless LAN / Bluetooth Version 4.0,HD Webcam,Yes,3 Cell Battery,Yes,Windows 8.1 & 10 & 11 & Linux,303.8 x 207.9 x 21.25 mm,1.45Kg,Dell Latitude,Integrated with processor,Realtek HD Audio,N/A,,,HDMI Port / 3.1 USB,
"Dell Latitude 7389 2-in-1 Core i5 7th Gen 13.3"" Touch","৳ 26,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Dell,Used,Standard,Intel Core i5-7300U 7th Gen,"3M Cache, up to 3.50 GHz","13.3"" X360 1920 x 1200p Touch",8GB DDR4,256GB NVMe,SSD,Intel HD Graphics 4GB,WWAN / Bluetooth,2MP HD 6.5 mm RGB Integrated Camera,,"3-Cell, Li-ion",Backlit,Windows,12 x 8.27 x 0.73 Inch,1.34 Kg,Dell Latitude,,Four-channel high-definition audio / Two Speaker,N/A,,,,
HP EliteBooK 745 G5 Ryzen 7 2700U Pro,"৳ 32,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,AMD Ryzen 7 2700U,"2.2 GHz base frequency, up to 3.8 GHz, 6 MB cache and 4 cores","14 inch diagonal FHD IPS anti-glare LED-backlit, 220 cd/m², 45% sRGB",16GB DDR4,256GB Solid State Drive,SSD,AMD Radeon Graphics 8GB,"ntel Dual Band Wireless-AC 8265 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 4.2 Combo,",HD camera,,HP 3-cell Long Life (50 WHr) Li-ion,"Non-backlight, Dual Point, spill-resistant with drain Backlight",Windows,32.61 x 23.42 x 1.78 cm,Starting at 1.53 Kg,HP EliteBook,Integrated with processor,,,,,,
HP EliteBooK 850 G5 Core i7 8th Gen Touch,"৳ 42,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Intel Core i7 8th Gen,"Up to 4.0Ghz, 8MB Cache & 4 Cores","15.6"" FHD IPS Touch",16GB DDR4,512GB M.2,SSD,Intel UHD Graphics 8GB,Wi-Fi 802.11a/ b/ g/ n/ ac & Bluetooth 4.2,5MP HD,Smart,Up to 8 hours backup,Up to 8 hours backup,,37.08 x 25.17 x 1.83 cm,,HP EliteBook,Intel,Integrated Stereo,,,,HDMI / USB / RJ-45,
HP 15 Ryzen 5 7520U 16GB RAM / 512GB SSD,"৳ 55,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,AMD Ryzen 5-7520U,Up To 4.3GHz,"15.6"" FHD (1920 x 1080p)",16GB DDR4 5500MHz,512GB NVMe Express Drive,SSD,AMD Radeon- 4GB,"LAN, Wi-Fi, Bluetooth",HD Webcam,,3 Cell,,,,1.69Kg,Others,,Dual Speaker,,,,,
HP Pavilion 15-CS0064TX Core i7 8th Gen 4GB Dedicated,"৳ 45,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,HP,Used,Standard,Intel Core i7- 8565U 8th Generation,"Base Frequency 1.80 GHz, Max Turbo Frequency 4.60 GHz, 8MB Cache","15.6"" 4K Supported Ultra Full HD Display",16GB DDR4,128GB M.2 SSD + 1TB SATA HDD,SSD + HDD,8GB Graphics Card with 4GB Dedicated NVIDIA MX150,Intel Wireless-AC 9461 802.11a/b/g/n/ac (1x1) Wi-Fi and Bluetooth 5 Combo,HP Wide Vision HD Camera with Integrated Dual Array Digital Microphone,Multi-Format SD Media Card Reader,"3-Cell, 41 Wh Li-ion Prismatic and Polymer",Full-Size island-Style Keyboard with Numeric Keypad,Windows,37.6 x 24.42 x 2.25 cm,Starting at 2Kg,HP Pavilion,,"B&O PLAY, Dual Speakers, HP Audio Boost",DVD-Writer,,,,
"Dell Latitude 3190 Intel Pentium 11.6"" Touch Laptop","৳ 14,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,Dell,Used,Standard,Intel Pentium,"1.1GHz up to 3.1GHz, 4MB Cache",11.6'' HD Touch,4 GB,128 GB,SSD,Intel UHD graphics 600,Intel Dual Band Wireless AC 8265 (802.11ac) 2 x 2 + Bluetooth 4.2,2MP HD Camera,,3 Cell 42WHR,Standard,Window 10,"0.84 x 8.18 x 11.96""",,Dell Latitude,,DTS Sound + Optimized for High Fidelity Audio,,,,,
Dell XPS 13 7390 Core i5 8th Gen 8GB RAM / 256GB SSD,"৳ 38,900",YOU TECH BD,Mirpur,01786022422,Used Laptop,Dell,Used,Standard,Intel Core i5 8th Gen,"9M Cache, up to 4.00 GHz","13"" LED FHD",8GB DDR4,256GB,SSD,Intel UHD Graphics,"Wi-Fi 802.11ac, Bluetooth 4.1",HD 720p camera,Card Reader MicroSD,"4-Cell, 52WHr",Backlit,Windows,,1.27 Kg,Dell XPS,Intel,Stereo Speaker,,,,"Type-C, Headphone jack, Display port",
Dell Inspiron 15 Core i3 7th Gen 1TB HDD Laptop,"৳ 16,999",Rainbow Computer,Mirpur,01914360134,Used Laptop,Dell,Used,Standard,Intel Core i3 7th Processor,"3M Cache, 2.30GHz","15.6"" HD (1366 x 768) Display",8GB DDR4,1TB,HDD,Intel HD Graphics 620,"10/100 Ethernet LAN, Wireless 1704 802.11b/g/n with Bluetooth v4.0",Widescreen HD Webcam with Single Digital Microphone,Yes,3 Cell,Standard,Windows,,2.18 Kg,Dell Inspiron,Intel,Combo Audio Jack,DVD RW,,,,
HP Pavilion 15-au17TX  i5 7th Gen 16GB RAM Laptop,"৳ 27,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,HP,Used,Standard,Intel Core i5-7200U 7th Generation,up to 2.50 GHz,"15.6"" Diagonal HD Bright View LED Backlight",16GB DDR4,256GB M.2 NVME,SSD,8GB Graphics with 4GB Dedicated NVIDIA GeForce 940MX,"Integrated 10/100 BASE-T Ethernet LAN, 802.11b/g/n 1x1, Bluetooth 4.0 Combo Miracast Compatible",HD Web Camera,1 Multi-Format SD Media Card Reader,"4.5 Hrs Backup, 4 Cell Li-ion Battery",Backlit,Windows,37.8 x 25.21 x 2.25 cm,2.00 kg,HP Pavilion,Intel 150 Chipset,B&O PLAY With 2 Speakers,Super Multi DVD Burner,,No,"1 x USB 2.0, 1 x RJ-45, 1 x HDMI, 1 x Headphone/Microphone Combo, 2 x USB 3.1 Gen 1",
Dell Chromebook 13-7310 Core i3 5th Gen 4GB RAM,"৳ 17,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Dell,Used,Standard,Core i3-5005U 5th Gen,"2.00GHz of Base Frequency, 3MB Cache","13.3"" (1920 x 1080p) Touch Screen HD Display",4GB,120GB SSD + 500GB Portable HDD,SSD + HDD,2GB Intel HD Graphics 5500,WIFI / BlueTooth,Yes,Yes,5 Hours of Battery Backup,Backlit Keyboard,Default Chrome OS,‎12.93 x 9.03 x 0.84 inches,1.4Kg,Chromebook,,,,,,2 x USB Port1 x HDMI Port,
Fujitsu Lifebook e734 Core i5 4th Gen Slim Laptop,"৳ 12,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Fujitsu,Used,Standard,Intel Core i5-4300M 4th Generation,2.60GHz Base Frequency / 3MB Intel Smart Cache,"13.3"" HD Display",4GB,256GB SSD Hard Disk,HDD,2GB Intel HD Graphics,"Wi-Fi, LAN, Bluetooth",HD Cam,Yes,‎63WHr,,,46 x 28.5 x 6.3cm,‎2.1Kg,Others,Integrated with processor,Speakers,,✅ Lifebook e734,,,
Dell Latitude E7490 Core i5 8th Gen 16GB RAM Laptop,"৳ 26,500",Liberal IT,ElephantRoad,01793466420,Used Laptop,Dell,Used,Standard,Intel Core i5-8250U 8th Generation,"Base Frequency 1.70GHz, 3.40GHz Turbo, 6MB Cache","14"" Full HD Display",16GB,256GB,SSD,Intel HD graphics,"LAN, Wi-Fi, Bluetooth",HD Video Webcam,SD Card Reader,3 Hours Battery Backup,,,,,Dell Latitude,,Dual Speaker,,✅ Latitude E7490,,,
Dell Inspiron 15-5567 Core i3 7th Gen 8GB RAM Laptop,"৳ 16,999",Rainbow Computer,Mirpur,01914360134,Used Laptop,Dell,Used,Standard,Intel Core i3 7100U 7th Gen Processor,"3 MB Cache, 2.40 GHz",15.6 Inch HD 1366 x 768 Truelife LED-Backlit Display,8GB RAM,1TB,HDD,4GB Intel Graphics,"Wi-Fi 802.11ac, Bluetooth 4.2, Dual Band 2.4 and 5 GHz, 10/100 RJ-45 Ethernet Network",HD Webcam,SD Card,3-Cell 42 WHr Battery,Standard,Windows,,2 Kg,Dell Inspiron,Intel HM99 Chipset,"2 Tuned Speakers with Waves MaxxAudio Pro, 1 Combo Headphone / Microphone Jack",,,,,
